Job Family;Sub Job Family;Job Profile;Function Code;Discipline Code;Career Path;Global Grade;SIG Full Title;Full Job Code;Career Level;Sub Job Family Description;Job Profile Description;Role Description;Grade Differentiatior;Qualifications;Specific parameters KPIs
Operations;Operations Projects;Operations Projects;APM;APM000;Projects;13;Senior Project Manager Operations Projects;APM000-P4-13;P4;Plans, monitors and manages internal Operations projects from initiation through completion | Leads or coordinates project planning, resourcing, staffing, supply and subcontract management, progress reporting, troubleshooting and people management | Ensures project results meet requirements regarding technical quality, reliability, schedule and cost | Monitors performance and recommends schedule changes, cost adjustments or resource additions  | External stakeholder management (e.g. strong involvement in negotiations with suppliers).;Plans, monitors and manages internal projects from initiation through completion | Leads or coordinates project planning, resourcing, staffing, supply and subcontract management, progress reporting, troubleshooting and people management | Ensures project results meet requirements regarding technical quality, reliability, schedule and cost | Monitors performance and recommends schedule changes, cost adjustments or resource additions | Responsibilities are within the Project/Program Management Function as a generalist or in a combination of Disciplines;"● Is recognized as an expert in own area within the organization
● Has specialized depth and/or breadth of expertise in own discipline or function
● Interprets internal or external issues and recommends solutions/best practices
● Solves complex problems; takes a broad perspective to identify solutions
● May lead functional teams or projects
● Works independently, with guidance in only the most complex situations
● Progression to this level is typically restricted on the basis of business requirement";"● Guides others in resolving complex issues in specialized area based on existing solutions and procedures
● Serves as an expert within own discipline
● May lead function teams or projects and serves as a best practices/quality resource
● Trains/mentors junior staff";"University degree or equivalent and 8-10 years of work experience or equivalent, 
Experience in functionally leading (sub-)projects / teams";
Operations;Operations Projects;Operations Projects;APM;APM000;Management;13;Manager Operations Projects;APM000-M2-13;M2;Plans, monitors and manages internal Operations projects from initiation through completion | Leads or coordinates project planning, resourcing, staffing, supply and subcontract management, progress reporting, troubleshooting and people management | Ensures project results meet requirements regarding technical quality, reliability, schedule and cost | Monitors performance and recommends schedule changes, cost adjustments or resource additions  | External stakeholder management (e.g. strong involvement in negotiations with suppliers).;Plans, monitors and manages internal projects from initiation through completion | Leads or coordinates project planning, resourcing, staffing, supply and subcontract management, progress reporting, troubleshooting and people management | Ensures project results meet requirements regarding technical quality, reliability, schedule and cost | Monitors performance and recommends schedule changes, cost adjustments or resource additions | Responsibilities are within the Project/Program Management Function as a generalist or in a combination of Disciplines;"● Manages professional employees and/or supervisors or supervises large, complex support, production or operations team(s)
● Has accountability for the performance and results of a team within own discipline or function
● Adapts departmental plans and priorities to address resource and operational challenges
● Decisions and problem-solving are guided by policies, procedures and business plan; receives guidance from senior manager
● Provides technical guidance to employees, colleagues and/or customers";"● Accountable for the budget, performance and results of a medium-sized team or multiple small teams of employees
● Exercises full management authority, including performance reviews, pay decisions, recruitment, discipline, termination and other personnel actions
● Addresses issues with impact beyond own team based on knowledge of related disciplines";https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/pbR3my70fsYXcEjvNzbF/pub/JVR2gE5VJKPoYJRbsZJz.png;
Operations;Operations Projects;Operations Projects;APM;APM000;Projects;12;Project Manager Operations Projects;APM000-P3-12;P3;Plans, monitors and manages internal Operations projects from initiation through completion | Leads or coordinates project planning, resourcing, staffing, supply and subcontract management, progress reporting, troubleshooting and people management | Ensures project results meet requirements regarding technical quality, reliability, schedule and cost | Monitors performance and recommends schedule changes, cost adjustments or resource additions  | External stakeholder management (e.g. strong involvement in negotiations with suppliers).;Plans, monitors and manages internal projects from initiation through completion | Leads or coordinates project planning, resourcing, staffing, supply and subcontract management, progress reporting, troubleshooting and people management | Ensures project results meet requirements regarding technical quality, reliability, schedule and cost | Monitors performance and recommends schedule changes, cost adjustments or resource additions | Responsibilities are within the Project/Program Management Function as a generalist or in a combination of Disciplines;"● Has in-depth knowledge in own discipline and basic knowledge of related disciplines
● Solves complex problems; takes a new perspective on existing solutions
● Works independently; receives minimal guidance
● May lead projects or project steps within a broader project or have accountability for ongoing activities or objectives
● Acts as a resource for colleagues with less experience
● May represent the level at which career may stabilize for many years or even until retirement";"● Uses best practices and knowledge of internal or external business issues to improve products/services or processes
● Typically resolves complex problems or problems where precedent may not exist
● Often leads the work of small project teams; may formally train other employees (more junior and/or senior)
● Works independently";"University degree or equivalent and 4-8 years of work experience or equivalent, 
Initial experience in functionally leading (sub-) projects";
Operations;Operations Projects;Operations Projects;APM;APM000;Management;12;Manager Operations Projects;APM000-M2-12;M2;Plans, monitors and manages internal Operations projects from initiation through completion | Leads or coordinates project planning, resourcing, staffing, supply and subcontract management, progress reporting, troubleshooting and people management | Ensures project results meet requirements regarding technical quality, reliability, schedule and cost | Monitors performance and recommends schedule changes, cost adjustments or resource additions  | External stakeholder management (e.g. strong involvement in negotiations with suppliers).;Plans, monitors and manages internal projects from initiation through completion | Leads or coordinates project planning, resourcing, staffing, supply and subcontract management, progress reporting, troubleshooting and people management | Ensures project results meet requirements regarding technical quality, reliability, schedule and cost | Monitors performance and recommends schedule changes, cost adjustments or resource additions | Responsibilities are within the Project/Program Management Function as a generalist or in a combination of Disciplines;"● Manages professional employees and/or supervisors or supervises large, complex support, production or operations team(s)
● Has accountability for the performance and results of a team within own discipline or function
● Adapts departmental plans and priorities to address resource and operational challenges
● Decisions and problem-solving are guided by policies, procedures and business plan; receives guidance from senior manager
● Provides technical guidance to employees, colleagues and/or customers";"● Accountable for results of a small team of employees
● Exercises limited management authority; sets employee performance objectives, conducts performance reviews and recommends pay actions
● Defines team operating standards and ensures essential procedures are followed based on knowledge of own discipline";"University degree or equivalent and 7-10 years of work experience or equivalent
Experience in managing mixed-level team(s) of professionals and subordinate managers";
Operations;Operations Projects;Operations Projects;APM;APM000;Projects;11;Project Manager Operations Projects;APM000-P3-11;P3;Plans, monitors and manages internal Operations projects from initiation through completion | Leads or coordinates project planning, resourcing, staffing, supply and subcontract management, progress reporting, troubleshooting and people management | Ensures project results meet requirements regarding technical quality, reliability, schedule and cost | Monitors performance and recommends schedule changes, cost adjustments or resource additions  | External stakeholder management (e.g. strong involvement in negotiations with suppliers).;Plans, monitors and manages internal projects from initiation through completion | Leads or coordinates project planning, resourcing, staffing, supply and subcontract management, progress reporting, troubleshooting and people management | Ensures project results meet requirements regarding technical quality, reliability, schedule and cost | Monitors performance and recommends schedule changes, cost adjustments or resource additions | Responsibilities are within the Project/Program Management Function as a generalist or in a combination of Disciplines;"● Has in-depth knowledge in own discipline and basic knowledge of related disciplines
● Solves complex problems; takes a new perspective on existing solutions
● Works independently; receives minimal guidance
● May lead projects or project steps within a broader project or have accountability for ongoing activities or objectives
● Acts as a resource for colleagues with less experience
● May represent the level at which career may stabilize for many years or even until retirement";"● Contributes to process improvements
● Typically resolves problems using existing solutions
● Occasionally leads the work of small project teams; provides informal guidance/training to other employees (more junior and/or senior)
● Works with minimal guidance";"University degree or equivalent and 4-8 years of work experience or equivalent, 
Initial experience in functionally leading (sub-) projects";
Operations;Operations Projects;Operations Projects;APM;APM000;Projects;10;Senior Project Coordinator Operations Projects;APM000-P2-10;P2;Plans, monitors and manages internal Operations projects from initiation through completion | Leads or coordinates project planning, resourcing, staffing, supply and subcontract management, progress reporting, troubleshooting and people management | Ensures project results meet requirements regarding technical quality, reliability, schedule and cost | Monitors performance and recommends schedule changes, cost adjustments or resource additions  | External stakeholder management (e.g. strong involvement in negotiations with suppliers).;Plans, monitors and manages internal projects from initiation through completion | Leads or coordinates project planning, resourcing, staffing, supply and subcontract management, progress reporting, troubleshooting and people management | Ensures project results meet requirements regarding technical quality, reliability, schedule and cost | Monitors performance and recommends schedule changes, cost adjustments or resource additions | Responsibilities are within the Project/Program Management Function as a generalist or in a combination of Disciplines;"● Has working knowledge and experience in own discipline
● Continues to build knowledge of the organization, processes and customers
● Performs a range of mainly straightforward assignments
● Uses prescribed guidelines or policies to analyze and resolve problems
● Receives a moderate level of guidance and direction";"● Typically follows prescribed guidelines or procedures to resolve problems
● Has working knowledge of basic concepts and procedures; performs a variety of routine tasks or assignments
● May train new team members and provide input to employee performance evaluations
● Works with a moderate level of guidance";University degree or equivalent and 2-4 years of work experience or equivalent;
Operations;Operations Projects;Operations Projects;APM;APM000;Projects;9;Senior Project Coordinator Operations Projects;APM000-P2-09;P2;Plans, monitors and manages internal Operations projects from initiation through completion | Leads or coordinates project planning, resourcing, staffing, supply and subcontract management, progress reporting, troubleshooting and people management | Ensures project results meet requirements regarding technical quality, reliability, schedule and cost | Monitors performance and recommends schedule changes, cost adjustments or resource additions  | External stakeholder management (e.g. strong involvement in negotiations with suppliers).;Plans, monitors and manages internal projects from initiation through completion | Leads or coordinates project planning, resourcing, staffing, supply and subcontract management, progress reporting, troubleshooting and people management | Ensures project results meet requirements regarding technical quality, reliability, schedule and cost | Monitors performance and recommends schedule changes, cost adjustments or resource additions | Responsibilities are within the Project/Program Management Function as a generalist or in a combination of Disciplines;"● Has working knowledge and experience in own discipline
● Continues to build knowledge of the organization, processes and customers
● Performs a range of mainly straightforward assignments
● Uses prescribed guidelines or policies to analyze and resolve problems
● Receives a moderate level of guidance and direction";"● May have limited work experience involving basic concepts and procedures
● Develops competence by performing structured work assignments
● Uses existing procedures to solve routine or standard problems
● Works under supervision and direction from more senior level roles";University degree or equivalent and 2-4 years of work experience or equivalent;
Operations;Operations Projects;Operations Projects;APM;APM000;Projects;8;Project Coordinator Operations Projects;APM000-P1-08;P1;Plans, monitors and manages internal Operations projects from initiation through completion | Leads or coordinates project planning, resourcing, staffing, supply and subcontract management, progress reporting, troubleshooting and people management | Ensures project results meet requirements regarding technical quality, reliability, schedule and cost | Monitors performance and recommends schedule changes, cost adjustments or resource additions  | External stakeholder management (e.g. strong involvement in negotiations with suppliers).;Plans, monitors and manages internal projects from initiation through completion | Leads or coordinates project planning, resourcing, staffing, supply and subcontract management, progress reporting, troubleshooting and people management | Ensures project results meet requirements regarding technical quality, reliability, schedule and cost | Monitors performance and recommends schedule changes, cost adjustments or resource additions | Responsibilities are within the Project/Program Management Function as a generalist or in a combination of Disciplines;"● Performs routine assignments in the entry level of the Professional Career Band
● Typically requires a college or university degree or the equivalent work experience and has conceptual knowledge of fundamental theories, principles and practices 
● Has no discretion to vary from established procedures by performing structured work assignments
● Uses existing procedures to solve routine or standard problems
● Receives instruction, guidance and direction from more senior level roles";"● Performs routine assignments in the entry level of the Professional Career Band
● Typically requires a college or university degree or the equivalent work experience and has conceptual knowledge of fundamental theories, principles and practices 
● Has no discretion to vary from established procedures by performing structured work assignments
● Uses existing procedures to solve routine or standard problems
● Receives instruction, guidance and direction from more senior level roles";"University degree or equivalent and 4-8 years of work experience or equivalent, 
Initial experience in functionally leading (sub-) projects";University degree or equivalent and 0-1 year of work experience or equivalent
Operations;Plant/ Production Site Management;Plant/ Production Site Management;AOM;AOM105;Management;15;Senior Manager Plant/ Production Site Management;AOM105-M3-15;M3;"Has overall responsibility for a single manufacturing facility. Directs all aspects of production activity at the assigned plant to ensure that the desired quantities and quality of products are manufactured on schedule in a safe manner at minimum cost. May be responsible/oversee for Accounting, Human Resources and other staff functions.
";Has overall responsibility for a single manufacturing facility | Directs all aspects of production activity at the assigned plant to ensure that the desired quantities and quality of products are manufactured on schedule in a safe manner at minimum cost | May be responsible for Accounting, Human Resources and other staff functions;"● Provides leadership to managers; may also provide leadership to supervisors and/or professional staff
● Has accountability for the performance and results of multiple related units
● Develops departmental plans, including business, production, operational and/or organizational priorities
● Controls resources and policy formation in area of responsibility
● Decisions are guided by resource availability and functional objectives";"● Looks beyond existing methodologies and own discipline to define and resolve complex problems
● Develops plans and delivers results in fast-changing businesses and/or regulatory environments
● Provides input to functional or departmental strategy
● Manages large, potentially diverse teams of managers and/or senior professionals
";"University degree or equivalent and 10+ years of work experience or equivalent
Profound experience in managing performance and results of diverse activities / multiple teams";
Operations;Plant/ Production Site Management;Plant/ Production Site Management;AOM;AOM105;Management;14;Senior Manager Plant/ Production Site Management;AOM105-M3-14;M3;"Has overall responsibility for a single manufacturing facility. Directs all aspects of production activity at the assigned plant to ensure that the desired quantities and quality of products are manufactured on schedule in a safe manner at minimum cost. May be responsible/oversee for Accounting, Human Resources and other staff functions.
";Has overall responsibility for a single manufacturing facility | Directs all aspects of production activity at the assigned plant to ensure that the desired quantities and quality of products are manufactured on schedule in a safe manner at minimum cost | May be responsible for Accounting, Human Resources and other staff functions;"● Provides leadership to managers; may also provide leadership to supervisors and/or professional staff
● Has accountability for the performance and results of multiple related units
● Develops departmental plans, including business, production, operational and/or organizational priorities
● Controls resources and policy formation in area of responsibility
● Decisions are guided by resource availability and functional objectives";"● Identifies applications of functional knowledge and existing methodologies to complex problems
● Manages large teams of professionals and/or junior managers
";"University degree or equivalent and 10+ years of work experience or equivalent
Profound experience in managing performance and results of diverse activities / multiple teams";
Operations;Plant/ Production Site Management;Plant/ Production Site Management;AOM;AOM105;Management;13;Manager Plant/ Production Site Management;AOM105-M2-13;M2;"Has overall responsibility for a single manufacturing facility. Directs all aspects of production activity at the assigned plant to ensure that the desired quantities and quality of products are manufactured on schedule in a safe manner at minimum cost. May be responsible/oversee for Accounting, Human Resources and other staff functions.
";Has overall responsibility for a single manufacturing facility | Directs all aspects of production activity at the assigned plant to ensure that the desired quantities and quality of products are manufactured on schedule in a safe manner at minimum cost | May be responsible for Accounting, Human Resources and other staff functions;"● Manages professional employees and/or supervisors or supervises large, complex support, production or operations team(s)
● Has accountability for the performance and results of a team within own discipline or function
● Adapts departmental plans and priorities to address resource and operational challenges
● Decisions and problem-solving are guided by policies, procedures and business plan; receives guidance from senior manager
● Provides technical guidance to employees, colleagues and/or customers";"● Accountable for the budget, performance and results of a medium-sized team or multiple small teams of employees
● Exercises full management authority, including performance reviews, pay decisions, recruitment, discipline, termination and other personnel actions
● Addresses issues with impact beyond own team based on knowledge of related disciplines";https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/pbR3my70fsYXcEjvNzbF/pub/JVR2gE5VJKPoYJRbsZJz.png;
Operations;Plant/ Production Site Management;Plant/ Production Site Management;AOM;AOM105;Management;12;Manager Plant/ Production Site Management;AOM105-M2-12;M2;"Has overall responsibility for a single manufacturing facility. Directs all aspects of production activity at the assigned plant to ensure that the desired quantities and quality of products are manufactured on schedule in a safe manner at minimum cost. May be responsible/oversee for Accounting, Human Resources and other staff functions.
";Has overall responsibility for a single manufacturing facility | Directs all aspects of production activity at the assigned plant to ensure that the desired quantities and quality of products are manufactured on schedule in a safe manner at minimum cost | May be responsible for Accounting, Human Resources and other staff functions;"● Manages professional employees and/or supervisors or supervises large, complex support, production or operations team(s)
● Has accountability for the performance and results of a team within own discipline or function
● Adapts departmental plans and priorities to address resource and operational challenges
● Decisions and problem-solving are guided by policies, procedures and business plan; receives guidance from senior manager
● Provides technical guidance to employees, colleagues and/or customers";"● Accountable for results of a small team of employees
● Exercises limited management authority; sets employee performance objectives, conducts performance reviews and recommends pay actions
● Defines team operating standards and ensures essential procedures are followed based on knowledge of own discipline";"University degree or equivalent and 7-10 years of work experience or equivalent
Experience in managing mixed-level team(s) of professionals and subordinate managers";
Operations;Plant/ Production Site Management;Plant/ Production Site Management;AOM;AOM105;Management;11;Supervisor Plant/ Production Site Management;AOM105-M1-11;M1;"Has overall responsibility for a single manufacturing facility. Directs all aspects of production activity at the assigned plant to ensure that the desired quantities and quality of products are manufactured on schedule in a safe manner at minimum cost. May be responsible/oversee for Accounting, Human Resources and other staff functions.
";Has overall responsibility for a single manufacturing facility | Directs all aspects of production activity at the assigned plant to ensure that the desired quantities and quality of products are manufactured on schedule in a safe manner at minimum cost | May be responsible for Accounting, Human Resources and other staff functions;"● Coordinates and supervises the daily activities of typically a support, production or operations team
● Sets priorities for the team to ensure task completion; coordinates work activities with other supervisors
● Decisions and problem-solving are guided by policies, procedures and business plan; receives guidance and oversight from manager
● Typically does not spend more than 20% of time performing the work supervised";"● Accountable for the results of a large and/or moderately complex support or production operations team including subordinate work leaders
● Applies acquired expertise to analyze and solve problems without clear precedent
● Provides input on resource planning and policy development
● Coaches team members on performance, completes employee performance evaluations and recommends pay actions";"University degree or equivalent and 4-8 years of work experience or equivalent, 
Initial experience in functionally leading (sub-) projects";
Operations;Plant/ Production Site Management;Plant/ Production Site Management;AOM;AOM105;Professional;10;Senior Specialist Plant/ Production Site Management;AOM105-P2-10;P2;"Has overall responsibility for a single manufacturing facility. Directs all aspects of production activity at the assigned plant to ensure that the desired quantities and quality of products are manufactured on schedule in a safe manner at minimum cost. May be responsible/oversee for Accounting, Human Resources and other staff functions.
";Has overall responsibility for a single manufacturing facility | Directs all aspects of production activity at the assigned plant to ensure that the desired quantities and quality of products are manufactured on schedule in a safe manner at minimum cost | May be responsible for Accounting, Human Resources and other staff functions;"● Has working knowledge and experience in own discipline
● Continues to build knowledge of the organization, processes and customers
● Performs a range of mainly straightforward assignments
● Uses prescribed guidelines or policies to analyze and resolve problems
● Receives a moderate level of guidance and direction";"● Typically follows prescribed guidelines or procedures to resolve problems
● Has working knowledge of basic concepts and procedures; performs a variety of routine tasks or assignments
● May train new team members and provide input to employee performance evaluations
● Works with a moderate level of guidance";University degree or equivalent and 2-4 years of work experience or equivalent;
Operations;Plant/ Production Site Management;Plant/ Production Site Management;AOM;AOM105;Management;10;Supervisor Plant/ Production Site Management;AOM105-M1-10;M1;"Has overall responsibility for a single manufacturing facility. Directs all aspects of production activity at the assigned plant to ensure that the desired quantities and quality of products are manufactured on schedule in a safe manner at minimum cost. May be responsible/oversee for Accounting, Human Resources and other staff functions.
";Has overall responsibility for a single manufacturing facility | Directs all aspects of production activity at the assigned plant to ensure that the desired quantities and quality of products are manufactured on schedule in a safe manner at minimum cost | May be responsible for Accounting, Human Resources and other staff functions;"● Coordinates and supervises the daily activities of typically a support, production or operations team
● Sets priorities for the team to ensure task completion; coordinates work activities with other supervisors
● Decisions and problem-solving are guided by policies, procedures and business plan; receives guidance and oversight from manager
● Typically does not spend more than 20% of time performing the work supervised";"● Accountable for the results of medium-sized routine support or production operations teams
● Solves problems based on practice and precedent
● Trains team members and provides input to employee performance evaluations";"University degree or equivalent and 5-7 years of work experience or equivalent
Experienced in application of management techniques
Experience in operationally managing a mixed-level team";
Operations;Plant/ Production Site Management;Plant/ Production Site Management;AOM;AOM105;Professional;9;Senior Specialist Plant/ Production Site Management;AOM105-P2-09;P2;"Has overall responsibility for a single manufacturing facility. Directs all aspects of production activity at the assigned plant to ensure that the desired quantities and quality of products are manufactured on schedule in a safe manner at minimum cost. May be responsible/oversee for Accounting, Human Resources and other staff functions.
";Has overall responsibility for a single manufacturing facility | Directs all aspects of production activity at the assigned plant to ensure that the desired quantities and quality of products are manufactured on schedule in a safe manner at minimum cost | May be responsible for Accounting, Human Resources and other staff functions;"● Has working knowledge and experience in own discipline
● Continues to build knowledge of the organization, processes and customers
● Performs a range of mainly straightforward assignments
● Uses prescribed guidelines or policies to analyze and resolve problems
● Receives a moderate level of guidance and direction";"● May have limited work experience involving basic concepts and procedures
● Develops competence by performing structured work assignments
● Uses existing procedures to solve routine or standard problems
● Works under supervision and direction from more senior level roles";University degree or equivalent and 2-4 years of work experience or equivalent;
Operations;Production Planning & Control;Production Planning & Control;AOM;AOM010;Management;13;Manager Production Planning & Control;AOM010-M2-13;M2;"Plans and prepares manufacturing production schedules and departmental workflows to establish sequence and lead time of each production operation to meet shipping dates according to sales forecasts or customer orders. Expedites operations that delay schedules and alters schedules to meet unforeseen conditions; includes estimating. Analyzes plant capacity and production requisition data to determine manufacturing processes and required resources; prepares production reports. Oversees external assembly partners.";"Plans and prepares manufacturing production schedules and departmental workflows to establish sequence and lead time of each production operation to meet shipping dates according to sales forecasts or customer orders | Expedites operations that delay schedules and alters schedules to meet unforeseen conditions; includes estimating | Analyzes plant capacity and production requisition data to determine manufacturing processes and required resources; prepares production reports";"● Manages professional employees and/or supervisors or supervises large, complex support, production or operations team(s)
● Has accountability for the performance and results of a team within own discipline or function
● Adapts departmental plans and priorities to address resource and operational challenges
● Decisions and problem-solving are guided by policies, procedures and business plan; receives guidance from senior manager
● Provides technical guidance to employees, colleagues and/or customers";"● Accountable for the budget, performance and results of a medium-sized team or multiple small teams of employees
● Exercises full management authority, including performance reviews, pay decisions, recruitment, discipline, termination and other personnel actions
● Addresses issues with impact beyond own team based on knowledge of related disciplines";https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/pbR3my70fsYXcEjvNzbF/pub/JVR2gE5VJKPoYJRbsZJz.png;
Operations;Production Planning & Control;Production Planning & Control;AOM;AOM010;Management;12;Manager Production Planning & Control;AOM010-M2-12;M2;"Plans and prepares manufacturing production schedules and departmental workflows to establish sequence and lead time of each production operation to meet shipping dates according to sales forecasts or customer orders. Expedites operations that delay schedules and alters schedules to meet unforeseen conditions; includes estimating. Analyzes plant capacity and production requisition data to determine manufacturing processes and required resources; prepares production reports. Oversees external assembly partners.";"Plans and prepares manufacturing production schedules and departmental workflows to establish sequence and lead time of each production operation to meet shipping dates according to sales forecasts or customer orders | Expedites operations that delay schedules and alters schedules to meet unforeseen conditions; includes estimating | Analyzes plant capacity and production requisition data to determine manufacturing processes and required resources; prepares production reports";"● Manages professional employees and/or supervisors or supervises large, complex support, production or operations team(s)
● Has accountability for the performance and results of a team within own discipline or function
● Adapts departmental plans and priorities to address resource and operational challenges
● Decisions and problem-solving are guided by policies, procedures and business plan; receives guidance from senior manager
● Provides technical guidance to employees, colleagues and/or customers";"● Accountable for results of a small team of employees
● Exercises limited management authority; sets employee performance objectives, conducts performance reviews and recommends pay actions
● Defines team operating standards and ensures essential procedures are followed based on knowledge of own discipline";"University degree or equivalent and 7-10 years of work experience or equivalent
Experience in managing mixed-level team(s) of professionals and subordinate managers";
Operations;Production Planning & Control;Production Planning & Control;AOM;AOM010;Professional;12;Expert Production Planning & Control;AOM010-P3-12;P3;"Plans and prepares manufacturing production schedules and departmental workflows to establish sequence and lead time of each production operation to meet shipping dates according to sales forecasts or customer orders. Expedites operations that delay schedules and alters schedules to meet unforeseen conditions; includes estimating. Analyzes plant capacity and production requisition data to determine manufacturing processes and required resources; prepares production reports. Oversees external assembly partners.";"Plans and prepares manufacturing production schedules and departmental workflows to establish sequence and lead time of each production operation to meet shipping dates according to sales forecasts or customer orders | Expedites operations that delay schedules and alters schedules to meet unforeseen conditions; includes estimating | Analyzes plant capacity and production requisition data to determine manufacturing processes and required resources; prepares production reports";"● Has in-depth knowledge in own discipline and basic knowledge of related disciplines
● Solves complex problems; takes a new perspective on existing solutions
● Works independently; receives minimal guidance
● May lead projects or project steps within a broader project or have accountability for ongoing activities or objectives
● Acts as a resource for colleagues with less experience
● May represent the level at which career may stabilize for many years or even until retirement";"● Uses best practices and knowledge of internal or external business issues to improve products/services or processes
● Typically resolves complex problems or problems where precedent may not exist
● Often leads the work of small project teams; may formally train other employees (more junior and/or senior)
● Works independently";"University degree or equivalent and 4-8 years of work experience or equivalent, 
Initial experience in functionally leading (sub-) projects";
Operations;Production Planning & Control;Production Planning & Control;AOM;AOM010;Management;11;Supervisor Production Planning & Control;AOM010-M1-11;M1;"Plans and prepares manufacturing production schedules and departmental workflows to establish sequence and lead time of each production operation to meet shipping dates according to sales forecasts or customer orders. Expedites operations that delay schedules and alters schedules to meet unforeseen conditions; includes estimating. Analyzes plant capacity and production requisition data to determine manufacturing processes and required resources; prepares production reports. Oversees external assembly partners.";"Plans and prepares manufacturing production schedules and departmental workflows to establish sequence and lead time of each production operation to meet shipping dates according to sales forecasts or customer orders | Expedites operations that delay schedules and alters schedules to meet unforeseen conditions; includes estimating | Analyzes plant capacity and production requisition data to determine manufacturing processes and required resources; prepares production reports";"● Coordinates and supervises the daily activities of typically a support, production or operations team
● Sets priorities for the team to ensure task completion; coordinates work activities with other supervisors
● Decisions and problem-solving are guided by policies, procedures and business plan; receives guidance and oversight from manager
● Typically does not spend more than 20% of time performing the work supervised";"● Accountable for the results of a large and/or moderately complex support or production operations team including subordinate work leaders
● Applies acquired expertise to analyze and solve problems without clear precedent
● Provides input on resource planning and policy development
● Coaches team members on performance, completes employee performance evaluations and recommends pay actions";"University degree or equivalent and 4-8 years of work experience or equivalent, 
Initial experience in functionally leading (sub-) projects";
Operations;Production Planning & Control;Production Planning & Control;AOM;AOM010;Professional;11;Expert Production Planning & Control;AOM010-P3-11;P3;"Plans and prepares manufacturing production schedules and departmental workflows to establish sequence and lead time of each production operation to meet shipping dates according to sales forecasts or customer orders. Expedites operations that delay schedules and alters schedules to meet unforeseen conditions; includes estimating. Analyzes plant capacity and production requisition data to determine manufacturing processes and required resources; prepares production reports. Oversees external assembly partners.";"Plans and prepares manufacturing production schedules and departmental workflows to establish sequence and lead time of each production operation to meet shipping dates according to sales forecasts or customer orders | Expedites operations that delay schedules and alters schedules to meet unforeseen conditions; includes estimating | Analyzes plant capacity and production requisition data to determine manufacturing processes and required resources; prepares production reports";"● Has in-depth knowledge in own discipline and basic knowledge of related disciplines
● Solves complex problems; takes a new perspective on existing solutions
● Works independently; receives minimal guidance
● May lead projects or project steps within a broader project or have accountability for ongoing activities or objectives
● Acts as a resource for colleagues with less experience
● May represent the level at which career may stabilize for many years or even until retirement";"● Contributes to process improvements
● Typically resolves problems using existing solutions
● Occasionally leads the work of small project teams; provides informal guidance/training to other employees (more junior and/or senior)
● Works with minimal guidance";"University degree or equivalent and 4-8 years of work experience or equivalent, 
Initial experience in functionally leading (sub-) projects";
Operations;Production Planning & Control;Production Planning & Control;AOM;AOM010;Management;10;Supervisor Production Planning & Control;AOM010-M1-10;M1;"Plans and prepares manufacturing production schedules and departmental workflows to establish sequence and lead time of each production operation to meet shipping dates according to sales forecasts or customer orders. Expedites operations that delay schedules and alters schedules to meet unforeseen conditions; includes estimating. Analyzes plant capacity and production requisition data to determine manufacturing processes and required resources; prepares production reports. Oversees external assembly partners.";"Plans and prepares manufacturing production schedules and departmental workflows to establish sequence and lead time of each production operation to meet shipping dates according to sales forecasts or customer orders | Expedites operations that delay schedules and alters schedules to meet unforeseen conditions; includes estimating | Analyzes plant capacity and production requisition data to determine manufacturing processes and required resources; prepares production reports";"● Coordinates and supervises the daily activities of typically a support, production or operations team
● Sets priorities for the team to ensure task completion; coordinates work activities with other supervisors
● Decisions and problem-solving are guided by policies, procedures and business plan; receives guidance and oversight from manager
● Typically does not spend more than 20% of time performing the work supervised";"● Accountable for the results of medium-sized routine support or production operations teams
● Solves problems based on practice and precedent
● Trains team members and provides input to employee performance evaluations";"University degree or equivalent and 5-7 years of work experience or equivalent
Experienced in application of management techniques
Experience in operationally managing a mixed-level team";
Operations;Production Planning & Control;Production Planning & Control;AOM;AOM010;Professional;10;Senior Specialist Production Planning & Control;AOM010-P2-10;P2;"Plans and prepares manufacturing production schedules and departmental workflows to establish sequence and lead time of each production operation to meet shipping dates according to sales forecasts or customer orders. Expedites operations that delay schedules and alters schedules to meet unforeseen conditions; includes estimating. Analyzes plant capacity and production requisition data to determine manufacturing processes and required resources; prepares production reports. Oversees external assembly partners.";"Plans and prepares manufacturing production schedules and departmental workflows to establish sequence and lead time of each production operation to meet shipping dates according to sales forecasts or customer orders | Expedites operations that delay schedules and alters schedules to meet unforeseen conditions; includes estimating | Analyzes plant capacity and production requisition data to determine manufacturing processes and required resources; prepares production reports";"● Has working knowledge and experience in own discipline
● Continues to build knowledge of the organization, processes and customers
● Performs a range of mainly straightforward assignments
● Uses prescribed guidelines or policies to analyze and resolve problems
● Receives a moderate level of guidance and direction";"● Typically follows prescribed guidelines or procedures to resolve problems
● Has working knowledge of basic concepts and procedures; performs a variety of routine tasks or assignments
● May train new team members and provide input to employee performance evaluations
● Works with a moderate level of guidance";University degree or equivalent and 2-4 years of work experience or equivalent;
